BREED,GENDER_01,AGEATSURGERYmo,BODYWEIGHTKG,Taglia,BCS,YEAR,n_luxation,GENERATION,STEMSIZE,CUPSIZE,NECKSIZE,HEADSIZE,ALO,CUPRETROVERSION,STEMANTEVERSIONREAL,RECTUSFEMORISM.RELEASE,first_lux_days_after_thr,DIRECTION,LUX_CR,LUX_01
10,1,9.46666666666667,27.0,1,6.0,2004,-1.0,3,3,2,4,0,46.0,6,20.8,0,-1.0,-1.0,0,0
5,1,45.3,25.8,1,6.0,2019,-1.0,6,1,7,5,3,46.0,18,31.3,0,-1.0,-1.0,0,0
10,1,26.3666666666667,43.0,1,6.0,2014,-1.0,4,1,3,4,0,45.0,25,27.7,0,-1.0,-1.0,0,0
11,1,6.63333333333333,18.4,0,5.0,2020,-1.0,6,3,2,4,0,45.0,8,24.2,0,-1.0,-1.0,1,0
11,0,14.3,25.3,1,5.0,2018,-1.0,6,0,3,4,0,48.0,10,17.7,0,-1.0,-1.0,0,0
5,0,8.86666666666667,29.0,1,5.0,2012,-1.0,4,0,3,4,0,38.0,17,25.9,1,-1.0,-1.0,0,0
6,0,7.6,21.2,1,5.0,2021,-1.0,6,3,2,4,0,40.0,25,27.7,2,-1.0,-1.0,1,0
10,0,9.926995936488627,24.582597729917516,1,5.0,2019,1.1862337116804136,6,3,3,4,0,44.44129886495876,28,26.731584699261848,0,44.23480454016496,0.0,1,1
8,0,14.8,51.0,1,5.0,2017,-1.0,5,1,6,5,1,45.0,15,14.6,0,-1.0,-1.0,0,0
9,0,11.1,40.5,1,5.0,2015,2.0,5,1,6,5,1,41.0,25,41.7,2,24.0,0.0,1,1
10,0,8.984656757430585,29.111168060743758,1,5.822233612148752,2014,1.0,4,0,3,4,0,43.3555327757025,16,21.404405718694246,0,41.755635285041265,0.8222336121487518,1,1
9,0,14.771316263320175,35.95564218009192,1,5.0,2015,1.145790225538434,5,1,6,4,1,45.4373706766153,25,27.18973421061548,0,32.72895112769217,0.0,1,1
5,1,94.1,31.7,1,5.0,2015,-1.0,5,1,6,5,1,43.0,25,41.7,1,-1.0,-1.0,0,0
5,0,29.845400738459162,43.11980861677943,1,4.350925341205607,2007,1.350925341205607,3,1,6,5,0,45.45647738843925,25,31.3,0,22.350925341205606,0.0,0,1
10,1,57.9666666666667,27.0,1,5.0,2008,-1.0,3,0,2,4,0,48.0,20,27.7,0,-1.0,-1.0,0,0
3,1,8.23333333333333,28.8,1,5.0,2013,-1.0,4,0,3,4,0,40.0,19,25.9,2,-1.0,-1.0,0,0
8,0,8.9,34.2,1,5.0,2018,-1.0,6,0,3,4,0,46.0,18,19.2,0,-1.0,-1.0,0,0
13,0,16.9333333333333,50.0,1,6.0,2011,-1.0,4,1,6,4,1,43.0,26,39.5,0,-1.0,-1.0,0,0
10,0,8.050113529633288,28.81962206291943,1,5.0,2014,2.0,4,0,3,4,0,43.649527578649284,13,32.27429136797392,0,34.86332673736376,0.0,1,1
9,0,44.9666666666667,52.6,1,6.0,2016,-1.0,5,1,6,6,1,45.0,12,31.3,0,-1.0,-1.0,0,0
3,0,7.06666666666667,36.3,1,5.0,2021,-1.0,6,0,4,4,1,46.0,24,20.8,0,-1.0,-1.0,0,0
9,0,10.298069070689783,36.42755734781261,1,5.715553315234242,2018,2.0,3,1,3,4,0,49.14665994570272,14,27.187995967421635,0,7.15553315234242,0.0,0,1
12,1,17.5666666666667,33.6,1,5.0,2019,-1.0,6,0,4,5,0,40.0,23,17.7,0,-1.0,-1.0,0,0
12,1,29.530282530544532,28.2243884742305,1,5.0426332092870325,2018,1.9573667907129673,5,0,3,4,1,40.17053283714813,19,31.555799255722196,0,215.2557992557222,0.042633209287032736,0,1
3,0,8.83333333333333,26.0,1,5.0,2018,-1.0,6,0,3,4,0,45.0,20,19.2,0,-1.0,-1.0,0,0
3,1,24.0666666666667,50.0,1,7.0,2017,-1.0,5,1,6,5,1,46.0,22,19.2,2,-1.0,-1.0,0,0
12,1,27.90669396256751,27.479961960292776,1,5.0,2009,2.0,5,0,3,4,1,39.72495245036597,19,30.804914410658746,0,218.02552304597435,0.0,0,1
5,0,57.298651849559754,28.78791673113129,1,5.252527782075419,2011,1.0,4,0,2,3,0,42.242416653773745,20,27.7,0,28.68680544811452,0.0,0,1
10,0,108.266666666667,40.0,1,6.0,2002,-1.0,3,0,3,4,0,36.0,6,19.2,0,-1.0,-1.0,0,0
5,0,72.8333333333333,41.2,1,4.0,2014,-1.0,4,1,5,4,0,42.0,23,52.4,0,-1.0,-1.0,0,0
9,0,15.055213732402093,37.89945118606293,1,5.0,2015,1.5027440696853118,5,1,3,4,0,44.50274406968531,25,33.310976278741244,0,21.524696627167806,0.5027440696853118,0,1
7,1,12.9,53.0,1,5.0,1999,2.0,2,0,6,6,1,48.0,10,37.3,0,72.0,0.0,0,1
7,1,56.63618325778063,37.95754780217254,1,6.0,2000,1.2553065247284318,2,1,3,5,0,39.489386950543135,26,28.619103489022354,0,10.0,0.0,0,1
8,0,8.46666666666667,30.7,1,5.0,2018,-1.0,6,1,3,4,0,40.0,20,17.7,0,-1.0,-1.0,1,0
10,1,20.7333333333333,27.0,1,6.0,2019,-1.0,6,0,4,4,1,42.0,26,22.5,0,-1.0,-1.0,0,0
12,1,13.8333333333333,31.3,1,5.0,2015,-1.0,5,0,6,5,1,40.0,15,24.2,0,-1.0,-1.0,1,0
12,1,16.9333333333333,27.7,1,5.0,2018,-1.0,6,0,3,4,0,44.0,20,24.2,0,-1.0,-1.0,0,0
5,0,82.6,45.0,1,6.0,2008,-1.0,3,1,3,5,0,50.0,24,25.9,0,-1.0,-1.0,0,0
7,1,12.242640911701082,44.16591721638203,1,5.60883023391962,1999,1.6088302339196203,6,0,4,4,1,41.479472105276585,10,32.86467906432152,0,87.52052789472341,0.0,0,1
12,1,111.866666666667,28.0,1,6.0,2014,-1.0,4,3,2,4,0,45.0,10,22.5,0,-1.0,-1.0,0,0
5,0,92.1333333333333,39.8,1,5.0,2019,-1.0,6,1,7,5,3,46.0,28,20.8,0,-1.0,-1.0,0,0
12,0,8.86555145584775,35.85361628807403,1,5.158029628503291,2004,1.0,4,1,6,4,1,40.316059257006586,20,30.731093337388153,0,30.316059257006582,0.0,0,1
3,0,15.5,48.0,1,5.0,2020,-1.0,6,6,7,5,2,40.0,16,22.5,0,-1.0,-1.0,0,0
3,0,8.1,38.5,1,5.0,2018,-1.0,6,1,7,6,2,38.0,12,24.2,0,-1.0,-1.0,1,0
5,1,85.7666666666667,34.4,1,6.0,2021,-1.0,6,0,4,4,1,40.0,25,22.5,0,-1.0,-1.0,0,0
10,1,52.5333333333333,31.4,1,6.0,2009,-1.0,4,0,2,4,0,46.0,30,31.3,0,-1.0,-1.0,0,0
7,0,10.49730037785356,45.68894099387522,1,5.0,2015,1.0,5,1,6,5,1,41.47043115952109,29,32.174039337416524,0,125.82258695712653,0.0,0,1
12,1,80.8666666666667,27.2,1,5.0,2021,-1.0,6,0,4,4,1,45.0,15,20.8,0,-1.0,-1.0,0,0
5,0,109.6,38.8,1,5.0,2019,-1.0,6,1,6,5,1,40.0,14,20.8,2,-1.0,-1.0,0,0
2,1,95.5333333333333,32.0,1,5.0,2016,-1.0,5,0,4,4,1,45.0,22,27.7,2,-1.0,-1.0,0,0
3,0,9.311572331649847,38.79454159090909,1,4.783842676767674,2021,1.0,6,0,4,4,1,45.486898737373714,20,25.862662752525225,0,21.567685353535346,0.0,1,1
3,0,19.4,63.5,1,5.0,2016,-1.0,5,7,10,4,4,48.0,18,17.7,2,-1.0,-1.0,0,0
10,0,50.9666666666667,28.0,1,5.0,2018,-1.0,6,0,3,4,0,46.0,15,22.5,0,-1.0,-1.0,0,0
5,1,7.83333333333333,26.0,1,5.0,2011,-1.0,4,0,3,4,0,38.0,29,37.3,2,-1.0,-1.0,0,0
6,1,14.2333333333333,17.1,0,7.0,2021,-1.0,7,8,1,0,0,42.0,15,14.0,0,-1.0,-1.0,0,0
10,1,7.084060030036239,31.78259987127325,1,5.054350032181688,2012,1.0,4,0,3,4,0,39.972824983909156,18,31.25108497103648,0,52.972824983909156,0.9728249839091558,1,1
1,0,70.02998942094112,40.92311050331504,1,6.511320118427068,2010,1.7556600592135339,5,1,1,4,0,41.77830029606767,20,16.11490763287609,0,69.38018136191128,0.7556600592135339,0,1
3,1,9.63333333333333,34.0,1,5.0,2009,-1.0,4,1,3,5,0,45.0,18,27.7,0,-1.0,-1.0,0,0
3,1,29.1,30.5,1,4.0,2021,-1.0,6,0,4,4,1,43.0,22,16.5,0,-1.0,-1.0,0,0
9,0,10.56008311527699,35.851841236873945,1,5.0,2015,2.0,5,0,6,5,1,39.25920618436974,15,31.3,0,12.444476289378157,0.0,1,1
10,0,9.7,38.0,1,7.0,2020,-1.0,6,0,4,4,1,45.0,15,20.8,0,-1.0,-1.0,1,0
9,1,8.565376272336135,30.671729125055588,1,4.71334194828353,2016,1.0,5,1,3,4,0,44.643329025858236,15,26.685071073339117,0,221.64332902585824,0.35667097414176474,0,1
3,1,6.344002855666254,18.503315175394828,0,5.0,2016,1.51657587697414,6,3,2,4,0,41.03315175394828,15,24.30801556940949,0,80.38396886118102,0.0,0,1
3,1,8.96171516890542,22.345075716104066,1,5.8060461327322255,2016,1.806046132732225,5,3,2,4,0,42.96976933633887,15,30.950883038918008,0,96.3274464072133,0.8060461327322251,0,1
10,1,51.7,30.5,1,6.0,2021,-1.0,6,0,4,4,1,46.0,16,19.2,1,-1.0,-1.0,0,0
12,0,51.3,37.0,1,6.0,2020,-1.0,6,1,7,4,2,45.0,16,22.5,0,-1.0,-1.0,0,0
12,1,33.6,32.0,1,5.0,2015,-1.0,5,1,3,4,0,43.0,20,31.3,2,-1.0,-1.0,0,0
3,1,8.405936066709765,19.04453092425222,1,5.716145471391355,2016,1.7161454713913549,5,3,2,4,0,41.43229094278271,15,28.802080148243924,0,91.16145471391354,0.716145471391355,0,1
4,1,49.7,20.0,0,4.0,2018,-1.0,6,0,3,4,0,48.0,30,31.3,0,-1.0,-1.0,1,0
11,1,31.6,16.8,0,4.0,2018,-1.0,6,2,2,4,0,45.0,15,11.5,0,-1.0,-1.0,0,0
8,0,62.1,53.0,1,6.0,2007,-1.0,3,1,3,4,0,50.0,18,22.5,0,-1.0,-1.0,0,0
9,0,8.241067609503986,36.821375004039346,1,4.85308962340365,2018,1.0,6,1,3,5,1,47.14691037659635,15,20.344577832551316,0,13.412358493614601,0.0,1,1
2,0,7.4,26.4,1,5.0,2019,-1.0,6,0,7,5,3,40.0,22,22.5,0,-1.0,-1.0,1,0
1,1,7.6,13.5,0,4.0,2020,-1.0,6,8,1,1,0,40.0,15,31.3,0,-1.0,-1.0,1,0
8,1,7.73333333333333,30.0,1,6.0,2007,-1.0,3,0,2,4,0,46.0,12,17.7,0,-1.0,-1.0,0,0
10,0,15.2333333333333,33.0,1,5.0,2016,-1.0,5,0,4,4,1,45.0,15,19.2,0,-1.0,-1.0,0,0
2,0,10.1,23.0,1,5.0,2021,-1.0,6,3,2,4,0,40.0,18,22.5,0,-1.0,-1.0,0,0
5,0,9.43333333333333,29.0,1,5.0,2008,-1.0,3,0,2,4,0,49.0,26,31.3,0,-1.0,-1.0,0,0
10,0,12.2,29.0,1,5.0,2005,-1.0,3,3,2,4,0,45.0,20,35.3,0,-1.0,-1.0,0,0
5,1,82.6,27.5,1,5.0,2021,-1.0,6,0,4,4,1,40.0,26,27.7,0,-1.0,-1.0,0,0
10,0,11.3,29.0,1,5.0,2007,-1.0,3,0,2,3,0,48.0,15,31.3,0,-1.0,-1.0,0,0
3,1,57.1333333333333,28.0,1,5.0,2010,-1.0,4,0,2,4,0,45.0,18,33.3,0,-1.0,-1.0,0,0
5,1,119.3,23.5,1,5.0,2017,-1.0,5,3,2,4,0,40.0,20,22.5,0,-1.0,-1.0,0,0
10,0,12.5666666666667,35.0,1,5.0,2009,-1.0,4,0,3,4,0,45.0,22,31.3,0,-1.0,-1.0,0,0
5,1,7.667572683936884,25.38089499199651,1,5.0,2013,1.8231128548561455,3,3,3,4,0,42.17688714514385,9,20.70354073372276,0,11.115564274280729,0.1768871451438544,0,1
3,1,14.6666666666667,33.7,1,5.0,2015,-1.0,5,1,3,4,0,45.0,25,31.3,2,-1.0,-1.0,0,0
5,1,62.3333333333333,37.5,1,6.0,2021,-1.0,6,1,4,4,1,40.0,22,24.2,0,-1.0,-1.0,0,0
5,1,13.8,31.5,1,4.0,2017,-1.0,5,0,4,4,1,38.0,20,31.3,0,-1.0,-1.0,0,0
3,1,13.4,18.0,0,5.0,2017,-1.0,5,2,1,4,0,40.0,22,14.6,0,-1.0,-1.0,1,0
10,0,11.9666666666667,33.1,1,5.0,2013,-1.0,4,3,2,4,0,47.0,19,29.5,0,-1.0,-1.0,1,0
6,0,89.4333333333333,27.0,1,5.0,2007,-1.0,3,0,2,4,0,45.0,15,2.7,0,-1.0,-1.0,0,0
10,1,11.5000616685393,30.814600355640415,1,5.339179881700749,2016,1.6608201182992506,5,0,3,4,0,40.03507929020449,15,30.956126864327192,0,231.573121892788,0.3391798817007493,0,1
11,1,7.43333333333333,19.9,0,6.0,2018,-1.0,6,0,2,4,0,45.0,15,22.5,0,-1.0,-1.0,1,0
8,0,17.4333333333333,36.0,1,5.0,2007,-1.0,3,0,2,4,0,50.0,8,16.1,0,-1.0,-1.0,0,0
2,1,10.2666666666667,45.0,1,5.0,2019,-1.0,6,1,7,5,2,46.0,21,22.5,0,-1.0,-1.0,1,0
11,0,9.6,23.0,1,5.0,2004,-1.0,3,2,2,4,0,46.0,4,22.5,0,-1.0,-1.0,0,0
11,0,16.1666666666667,24.0,1,5.0,2021,-1.0,6,3,2,4,0,40.0,15,24.2,0,-1.0,-1.0,0,0
3,0,7.41875556415129,21.490246585939953,1,5.0,2019,1.7016255690100075,6,3,3,4,0,42.89512329296998,14,24.051547041147963,0,50.41950682812009,0.0,1,1
9,1,14.591620241210506,37.93074569371414,1,5.0,2018,1.06925430628586,4,1,3,5,0,50.72298277485656,15,18.26788531154405,0,5.58447416228484,0.0,0,1
5,0,72.1666666666667,48.0,1,6.0,2006,-1.0,3,1,3,6,0,42.0,25,33.3,0,-1.0,-1.0,0,0
3,1,82.9333333333333,35.0,1,5.0,2003,-1.0,3,0,3,5,0,47.0,15,31.3,0,-1.0,-1.0,0,0
13,0,70.3333333333333,41.5,1,6.0,2015,-1.0,5,1,6,5,1,45.0,16,27.7,0,-1.0,-1.0,0,0
10,0,89.6,43.4,1,5.0,2015,-1.0,5,1,6,5,1,40.0,25,31.3,2,-1.0,-1.0,0,0
3,1,8.81608582193287,23.125410442202707,1,5.7563432839361335,2016,1.7563432839361335,5,3,2,4,0,43.21828358031933,15,30.86141791108504,0,96.9238805927664,0.7563432839361334,0,1
10,1,5.568792923642214,18.4,0,5.0,2016,1.0,5,2,2,4,0,40.0,15,22.5,0,84.0,0.0,0,1
8,0,47.2666666666667,49.3,1,5.0,2021,-1.0,6,5,7,5,2,45.0,20,16.5,0,-1.0,-1.0,0,0
10,1,9.76666666666667,33.0,1,7.0,2008,-1.0,3,0,3,4,0,50.0,20,31.3,0,-1.0,-1.0,0,0
5,0,12.2666666666667,34.0,1,5.0,2013,-1.0,4,1,3,4,0,40.0,13,20.8,2,-1.0,-1.0,0,0
10,0,70.0333333333333,37.0,1,6.5,2016,-1.0,5,0,4,4,1,50.0,8,31.3,2,-1.0,-1.0,0,0
12,0,88.22072704995175,41.28132575391089,1,5.671454934894643,2006,1.6714549348946433,3,0,2,4,0,42.64272532552678,20,38.84615191925108,0,21.685819739578573,0.0,0,1
10,0,9.920499432943334,25.13619082622971,1,5.0,2014,1.0,4,0,3,4,0,45.0,16,24.880954131148552,0,37.16734993911181,0.0,1,1
12,0,47.7333333333333,34.0,1,7.0,2014,-1.0,4,0,3,4,0,43.0,25,31.3,2,-1.0,-1.0,1,0
10,0,14.9666666666667,32.2,1,6.0,2019,-1.0,6,0,4,4,1,42.0,20,24.2,0,-1.0,-1.0,0,0
1,0,71.34492250281025,67.78971022175685,1,7.0,2007,1.008411591129726,5,1,1,4,0,46.9663536354811,20,20.7478481349957,0,31.370110009707943,0.008411591129726004,0,1
5,1,41.0666666666667,29.0,1,4.0,2016,-1.0,5,1,4,5,1,40.0,20,24.2,0,-1.0,-1.0,0,0
1,0,38.54778513641614,34.71960065666187,1,5.051670742743969,2017,1.0258353713719846,5,1,1,4,0,38.12917685685992,20,20.639820697493697,0,52.594213541555646,0.02583537137198444,0,1
10,0,80.2333333333333,31.8,1,5.0,2016,-1.0,5,3,4,5,1,49.0,35,41.7,0,-1.0,-1.0,0,0
10,0,9.3,34.7,1,7.0,2014,-1.0,4,0,3,4,0,40.0,20,22.5,2,-1.0,-1.0,0,0
9,0,16.87,48.0,1,5.0,2004,2.0,3,1,8,5,0,48.0,25,31.3,0,29.0,0.0,0,1
13,0,59.9666666666667,47.0,1,5.0,2020,-1.0,6,1,7,5,3,44.0,20,14.6,0,-1.0,-1.0,0,0
5,0,38.81342641500392,42.465674393569735,1,5.255720934405044,2000,1.7442790655949556,4,1,3,4,0,42.79004654083531,25,22.104176765465727,0,12.045767475240355,0.0,0,1
12,1,43.5333333333333,31.0,1,7.0,2014,-1.0,4,0,2,4,0,45.0,15,37.3,0,-1.0,-1.0,1,0
10,0,9.3,31.8,1,5.0,2019,-1.0,6,0,4,4,1,45.0,18,17.7,0,-1.0,-1.0,1,0
5,0,124.333333333333,37.0,1,7.0,2013,-1.0,4,1,3,4,0,45.0,19,31.3,2,-1.0,-1.0,0,0
5,0,21.3333333333333,36.2,1,5.0,2020,-1.0,6,1,7,4,3,46.0,20,22.5,0,-1.0,-1.0,0,0
8,0,22.4333333333333,59.0,1,6.0,2020,-1.0,6,6,7,5,2,45.0,18,17.7,0,-1.0,-1.0,0,0
10,1,11.0666666666667,23.0,1,5.0,2008,-1.0,3,3,1,3,0,45.0,14,35.3,0,-1.0,-1.0,0,0
9,0,11.773030673408165,33.347505191324586,1,5.347505191324589,2021,1.0,6,0,4,4,1,42.042515573973766,18,19.478004153059672,0,63.47874221301311,0.0,0,1
10,1,6.93333333333333,22.4,1,5.0,2015,-1.0,5,0,3,4,0,50.0,20,35.3,2,-1.0,-1.0,1,0
5,0,24.3,35.0,1,5.0,2017,-1.0,5,1,4,4,1,45.0,27,20.8,2,-1.0,-1.0,1,0
4,0,100.633333333333,26.6,1,5.0,2021,-1.0,6,0,4,5,1,43.0,20,27.7,0,-1.0,-1.0,0,0
5,0,10.06967034142263,34.73414886334569,1,6.4682977266913735,2008,1.2658511366543135,3,0,3,5,0,45.67074431672843,14,19.97586147637163,0,60.73414886334569,0.0,0,1
11,1,10.9666666666667,22.4,1,5.0,2014,-1.0,4,3,2,4,0,40.0,20,27.7,2,-1.0,-1.0,1,0
9,0,9.560130205388042,33.25491076477638,1,4.313727691194096,2015,2.0,5,1,6,4,1,40.0,15,31.3,0,14.058816926417713,0.0,1,1
10,0,11.3333333333333,34.8,1,5.0,2019,-1.0,6,0,4,4,1,45.0,22,14.6,0,-1.0,-1.0,0,0
9,0,9.40272705339045,35.988312628326646,1,4.997078157081662,2015,2.0,5,0,6,4,1,40.00584368583667,15,31.311687371673354,0,12.01460921459169,0.0,1,1
10,0,26.469626584058197,30.96529443955598,1,5.758676390111005,2010,1.0,4,3,2,4,0,45.72397082966698,15,36.3919281686578,0,825.8974986318871,0.7586763901110049,0,1
10,0,8.63333333333333,34.0,1,7.0,2014,-1.0,4,0,3,4,0,43.0,17,25.9,2,-1.0,-1.0,1,0
10,1,5.83333333333333,20.5,1,5.0,2015,-1.0,5,0,3,4,0,38.0,10,14.6,0,-1.0,-1.0,0,0
9,0,88.7333333333333,50.0,1,6.0,2020,-1.0,6,1,7,5,2,40.0,18,24.2,0,-1.0,-1.0,0,0
10,0,10.178207848779712,31.5,1,4.956415697559425,2014,2.0,4,0,3,4,0,46.4769883707131,16,37.21283139511885,0,29.305090117084024,0.0,0,1
12,0,72.49343798010531,62.83585508842484,1,6.311447345123312,2006,1.0,3,0,3,4,0,47.344276327438344,20,24.41490143810261,0,27.212960398178218,0.0,0,1
5,0,56.5822686042624,28.80262964052971,1,5.543232805789958,2012,1.543232805789958,4,0,2,3,0,40.28383597105021,20,29.65563810084385,0,21.419179855251045,0.0,0,1
11,0,11.4333333333333,24.2,1,5.0,2019,-1.0,6,3,2,4,0,44.0,21,20.8,2,-1.0,-1.0,0,0
13,0,78.4333333333333,42.0,1,7.0,2018,-1.0,6,1,6,5,1,44.0,18,17.7,0,-1.0,-1.0,0,0
12,0,97.84621986129015,24.507243211067976,1,5.0,2006,2.0,3,0,3,4,0,42.50724321106798,23,25.400475599527546,0,16.64735143715206,0.0,0,1
7,0,10.55092834722435,44.18310907805386,1,5.629777922996153,2016,2.0,5,1,6,5,1,48.0,14,31.254131939236927,0,61.293775309065396,0.0,0,1
9,0,12.3333333333333,48.3,1,6.0,2018,-1.0,6,1,7,5,3,45.0,30,31.3,0,-1.0,-1.0,1,0
7,0,49.28791274325843,36.83592284176718,1,5.5496289039452185,2018,1.2748144519726092,5,1,3,4,0,39.37407225986305,20,19.096150397769822,0,58.320732395370015,0.27481445197260923,0,1
10,0,80.1333333333333,31.7,1,5.0,2013,-1.0,4,3,2,4,0,45.0,23,31.3,0,-1.0,-1.0,0,0
10,0,84.5666666666667,31.8,1,6.0,2014,-1.0,4,3,2,4,0,45.0,23,31.3,0,-1.0,-1.0,0,0
12,0,88.9333333333333,36.6,1,7.0,2019,-1.0,6,3,4,4,1,45.0,22,24.2,0,-1.0,-1.0,0,0
10,1,32.0666666666667,32.0,1,6.0,2008,-1.0,3,0,2,4,0,47.0,33,37.3,0,-1.0,-1.0,0,0
10,0,8.068528582283935,36.8419039094976,1,5.383612260405622,2012,1.6163877395943782,6,0,3,4,0,44.15083678121687,14,32.834449041622484,0,53.314714177160646,0.3836122604056218,1,1
7,1,8.76666666666667,43.0,1,7.0,2011,-1.0,4,1,6,4,1,47.0,7,41.7,0,-1.0,-1.0,0,0
5,1,55.3,26.5,1,5.0,2018,-1.0,6,3,2,4,0,42.0,20,22.5,2,-1.0,-1.0,0,0
10,0,14.1666666666667,30.2,1,5.0,2019,-1.0,6,0,4,4,1,48.0,16,19.2,2,-1.0,-1.0,1,0
1,0,6.43333333333333,14.0,0,4.0,2017,-1.0,5,2,1,4,0,40.0,25,24.2,2,-1.0,-1.0,1,0
11,1,9.1,14.2,0,5.0,2015,-1.0,5,2,1,4,0,42.0,10,27.7,2,-1.0,-1.0,0,0
2,0,10.0333333333333,28.5,1,5.0,2016,-1.0,5,3,2,4,0,44.0,15,27.7,0,-1.0,-1.0,0,0
3,0,8.542431333239392,44.63969293384763,1,5.0,2007,1.522519191634523,3,1,3,5,0,48.90992323346191,18,26.759465455057857,0,3.8198464669238152,0.0,0,1
10,1,19.2666666666667,27.0,1,5.0,2007,-1.0,3,0,2,4,0,39.0,9,24.2,0,-1.0,-1.0,0,0
11,0,89.6333333333333,24.0,1,5.0,2021,-1.0,6,3,2,4,0,45.0,20,24.2,0,-1.0,-1.0,0,0
2,0,26.0333333333333,33.0,1,5.0,2015,-1.0,5,1,6,4,1,47.0,13,27.7,2,-1.0,-1.0,0,0
3,0,10.8666666666667,46.6,1,6.0,2012,-1.0,4,1,3,4,0,45.0,20,27.7,0,-1.0,-1.0,0,0
9,1,16.7666666666667,40.0,1,5.0,2004,-1.0,3,0,3,5,0,40.0,6,27.7,0,-1.0,-1.0,0,0
10,0,5.96666666666667,19.7,0,5.0,2018,2.0,6,2,1,4,0,42.0,12,22.5,0,54.0,0.0,1,1
5,0,15.9,31.2,1,5.0,2021,-1.0,6,0,4,4,1,40.0,25,22.5,0,-1.0,-1.0,0,0
6,0,18.5333333333333,29.0,1,5.0,2019,-1.0,6,2,2,4,0,40.0,16,17.7,0,-1.0,-1.0,1,0
1,1,57.6333333333333,34.8,1,8.0,2015,-1.0,5,0,4,4,1,44.0,15,24.2,2,-1.0,-1.0,0,0
12,1,42.8666666666667,31.8,1,6.0,2018,-1.0,6,0,3,4,0,42.0,14,20.8,0,-1.0,-1.0,0,0
10,1,94.7666666666667,31.8,1,6.0,2020,-1.0,6,0,4,4,1,40.0,12,24.2,0,-1.0,-1.0,0,0
10,0,66.4666666666667,29.2,1,5.0,2015,-1.0,5,3,3,3,0,45.0,20,11.5,1,-1.0,-1.0,0,0
12,0,15.8666666666667,34.5,1,5.0,2021,-1.0,6,0,4,4,1,40.0,18,20.8,0,-1.0,-1.0,0,0
10,0,8.02539308869864,27.748315334148675,1,6.062921166462831,2019,1.0,6,0,3,4,0,39.468539416768586,13,30.343370950183452,0,52.468539416768586,0.46853941676858435,1,1
9,1,47.57,53.0,1,5.0,2000,2.0,2,1,3,5,0,50.0,17,31.3,0,6.0,0.0,0,1
3,1,9.56666666666667,30.1,1,5.0,2014,-1.0,4,0,3,4,0,39.0,30,39.5,0,-1.0,-1.0,0,0
3,0,52.35778661025219,41.47791725883171,1,5.759351025752613,2005,1.0,4,1,2,4,0,43.074808206020904,15,22.46047792230697,0,2328.726902313383,0.759351025752613,0,1
1,0,7.9,16.0,0,4.0,2017,-1.0,5,2,1,4,0,40.0,15,20.8,0,-1.0,-1.0,1,0
10,0,14.3,27.0,1,6.0,2017,-1.0,5,3,2,4,0,40.0,25,22.5,0,-1.0,-1.0,0,0
10,1,11.5,26.7,1,5.0,2015,-1.0,5,0,3,4,0,40.0,20,31.3,0,-1.0,-1.0,1,0
12,0,9.23333333333333,29.8,1,4.0,2020,-1.0,6,0,7,5,2,46.0,14,24.2,0,-1.0,-1.0,1,0
5,0,111.3,34.0,1,4.0,2016,-1.0,5,1,6,6,1,42.0,35,37.3,2,-1.0,-1.0,0,0
12,0,11.1,34.0,1,5.0,2021,-1.0,6,0,4,4,1,40.0,20,24.2,0,-1.0,-1.0,1,0
10,0,29.4666666666667,34.0,1,5.0,2018,-1.0,6,0,3,4,0,44.0,18,14.6,0,-1.0,-1.0,0,0
11,0,78.2666666666667,24.0,1,6.0,2010,-1.0,4,3,1,3,0,48.0,17,35.3,0,-1.0,-1.0,1,0
10,0,8.96666666666667,28.0,1,5.0,2011,-1.0,4,0,2,4,0,37.0,20,41.7,0,-1.0,-1.0,0,0
3,1,10.6333333333333,44.0,1,6.0,2012,-1.0,4,1,6,4,1,39.0,24,22.5,0,-1.0,-1.0,0,0
12,1,15.0333333333333,33.0,1,5.0,2013,-1.0,4,0,3,4,0,42.0,12,27.7,0,-1.0,-1.0,0,0
5,0,97.0666666666667,42.0,1,6.0,2007,-1.0,3,1,3,5,0,44.0,30,31.3,0,-1.0,-1.0,0,0
10,0,19.89487051202913,28.59648513836321,1,5.0,2014,1.8989008240062355,4,0,3,4,0,44.10109917599377,25,27.7,0,33.797801648012474,0.0,0,1
3,1,56.6666666666667,38.0,1,5.0,2010,-1.0,4,0,3,4,0,44.0,19,39.5,0,-1.0,-1.0,0,0
7,0,8.63,43.0,1,6.0,2002,2.0,3,1,6,5,1,36.0,6,24.2,0,7.0,0.0,0,1
4,0,11.0333333333333,28.2,1,7.0,2021,-1.0,6,3,2,4,0,43.0,18,17.7,0,-1.0,-1.0,0,0
3,1,30.6333333333333,44.2,1,6.0,2018,-1.0,6,1,6,5,1,45.0,15,14.6,0,-1.0,-1.0,0,0
5,0,53.258722857688745,27.23766782708381,1,5.319666832440545,2010,1.3196668324405447,4,0,2,4,0,46.16399801071346,20,31.3,0,27.688662356545837,0.0,0,1
12,0,9.06666666666667,37.0,1,5.0,2017,-1.0,5,1,6,5,1,45.0,20,31.3,0,-1.0,-1.0,1,0
10,1,24.9666666666667,30.0,1,5.0,2004,-1.0,3,0,2,4,0,46.0,10,20.8,0,-1.0,-1.0,0,0
